Name,Country,priority_rank,area_km2,percentage_protected,mean_HII,priority_set
Bañados de Figueroa,Argentina,9356,1034.89,0,11.5,0
Cuango,Angola,9357,1532.24,0,12.38,0
Riacho He He,Argentina,9358,715.29,0,15.32,0
Estancia La Alegría,Argentina,9359,443.57,0,10.85,0
Camabatela,Angola,9360,1450.86,0,17.08,0
Land Wursten,Germany,9361,124.33,36.03,28.27,0
Former mining area of Hoyerswerda,Germany,9362,152.16,67.62,25.22,0
Shepody Bay West,Canada,9363,151.45,42.83,15.24,0
Presqu'ile Provincial Park,Canada,9364,17.33,42.87,44.02,0
Point Pelee,Canada,9365,33.27,69.24,28.55,0
Deseret Land and Livestock Ranch UT10,USA,9366,1016.17,1.78,9.06,0
Al-Wajh Bank,Saudi Arabia,9367,744.14,0,18.38,0
Luachimo River (Chitato),Angola,9368,2737.07,0,8.55,0
Pikhtovka fishponds,Russia (European),9369,33.61,0,20.39,0
Saratovo bog,Russia (Asian),9370,330.07,0,15.84,0
Krummhörn-Westermarsch,Germany,9371,190.56,77.43,25.07,0
Baie de Vilaine,France,9372,34.88,73.33,25.73,0
Mt Bilogora and Kalnik,Croatia,9373,1523.61,82.1,22.17,0
Ligurian Alps,Italy,9374,37.18,80,19.52,0
Capo Mele,Italy,9375,4.95,50,45.77,0
Monte Grammondo e Capo Mortola,Italy,9375,62.07,96,21.98,0
Monte Nero e Monte Bignone,Italy,9375,81.92,96.97,38.28,0
"Uccellina mountains, Trappola marshes and Ombrone mouth",Italy,9378,131.63,84.63,41.44,0
Terpyey-Tumus,Russia (Asian),9379,2578.5,85.77,3.25,0
Eastern Lake St. Clair,Canada,9380,658.12,4.63,31.63,0
Detroit River,USA,9381,28.06,45.54,57.71,0
Cape Barbaria,Spain,9382,2.69,0,22.58,0
Monti Ausoni e Lago di Fondi,Italy,9382,222.19,98.84,47.98,0
Lake Nasser,Egypt,9384,2178.51,1.6,7.6,0
Manhica,Mozambique,9385,936.51,0,21.9,0
Kugaluk River,Canada,9386,2100.77,0,3.21,0
Mukawwar island and Dunganab bay,Sudan,9387,237.84,0,10.56,0
Kayts Island-Mandathive,Sri Lanka,9388,27.15,0,31.04,0
Luia,Angola,9389,1607.75,0,8.98,0
Őrség,Hungary,9390,954.05,93.36,25.23,0
Salinas de Ambargasta,Argentina,9391,2688.25,0,5.44,0
Jabal Radwa,Saudi Arabia,9392,1970.66,0,11.65,0
Vindelfjällen mountains (including Lake Tärnasjön),Sweden,9393,6046.84,99.74,8.99,0
Rakovye lakes,Russia (European),9394,148.54,57.98,21.48,0
Plateau Ardennais,France,9395,1213.2,96.88,34.77,0
Marais de Brière,France,9396,310.01,99.25,59.84,0
Stelvio National Park,Italy,9397,1690.57,84.56,17.89,0
Jelovica plateau,Slovenia,9398,145.14,98.36,18.56,0
Poilovlje with Carp Fishponds,Croatia,9399,262.54,94.5,24.6,0
Lower Posavina,Croatia,9400,1497.24,99.19,31.51,0
Maritime Alps,Italy,9401,855.69,76.46,13.98,0
Tyuleni island,Russia (European),9402,2.46,0,NA,0
"Alpi Marittime, alte Valli Pesio e Tanaro, Cima di Piano Cavallo, M.ti Carpasina, Gerbonte e Abellio",Italy,9403,1119.13,89.86,20.4,0
Finalese,Italy,9404,2.47,0,24.75,0
Wolfe Island,Canada,9405,123.42,4,23.46,0
"M. Carmo, M. Settepani, M. Acuto, M. Galero e Castell'Ermo",Italy,9406,328.48,96.99,33.69,0
Saginaw Bay,USA,9407,1982.6,3.63,30.45,0
Kandalaksha Bay,Russia (European),9408,312.25,66.66,15.82,0
Lower Kaduna - Middle Niger flood-plain,Nigeria,9409,802.8,84.32,20.86,0
Drava Storage Lakes,Croatia,9410,240.01,98.02,29.34,0
Landete - Ademuz,Spain,9411,208.3,63.28,18.03,0
Amherst Island,Canada,9412,64.22,0,21.88,0
Verkhnevisherski mountain,Russia (European),9413,2385.27,84.56,6.36,0
Aqaba coast and mountains,Jordan,9414,446.77,0,21.17,0
Austara Eylendid,Iceland,9415,231.63,9.17,12.35,0
Madinat Yanbu al-Sinaiyah,Saudi Arabia,9416,28.31,0,31.11,0
Jabal al-Lawz,Saudi Arabia,9417,622.23,0,7.87,0
Lemmenjoki-Hammastunturi-Pulju,Finland,9418,5643.69,99.22,5.77,0
Saariselkä and Koilliskaira,Finland,9419,3347.48,99.2,8.96,0
Pechoro-Ilychski Nature Reserve,Russia (European),9420,7442.41,98.62,2.91,0
Kivach Nature Reserve,Russia (European),9421,144.05,95.55,11.8,0
Kil'pola Island and adjoining waters,Russia (European),9422,104.63,0,23.24,0
Hope Bay,Antarctica,9423,4.62,0,NA,0
Olonets plain,Russia (European),9424,310.57,18.27,23.05,0
Heden,Greenland (to Denmark),9425,2416.88,79.69,3.58,0
Southern coast of Ladoga Lake,Russia (European),9426,534.51,0,10.86,0
Upper and middle Nizhnyaya Baikha river,Russia (Asian),9427,5731.1,0,0.05,0
Kamsko-Yayvenski wetland,Russia (European),9428,866.15,24.01,11.18,0
Yeloguy-Artyugina interfluve,Russia (Asian),9429,923.29,0,5.93,0
"Moray Basin, Firths and Bays",United Kingdom,9430,237.35,98.45,25.24,0
Shirely Basin,USA,9431,20.46,0,6.44,0
North Platte River Valley,USA,9432,119.08,8.69,12.45,0
Cheyenne Bottoms Preserve and Wildlife Area,USA,9433,191.33,83.1,24.03,0
Salt Plains National Wildlife Refuge,USA,9434,204.09,91.89,6.96,0
Petrocrepost' Bay,Russia (European),9435,129.05,0,21.73,0
South-eastern coast of Lake Ladoga,Russia (European),9436,28.44,47.1,15.93,0
Estero Tapenagá,Argentina,9437,788.1,0,7.04,0
Frostviken,Sweden,9438,3014.03,38.22,6.99,0
Mouth of Svir river,Russia (European),9439,667.7,95.94,16.92,0
Burnaya River Mouth,Russia (European),9440,37.16,0,17.8,0
Aper Tief,Germany,9441,41.24,39.99,21.81,0
"Lake Fluessen, Vogelhoek and Morra",Netherlands,9442,39.43,94.74,25.61,0
Drents-Friese Wold,Netherlands,9442,118.34,98.25,24.03,0
Lowlands of River Ems near Lathen,Germany,9444,66.49,90.63,34.39,0
Ahlhorner fishponds,Germany,9445,33.21,74.99,22.47,0
Eilandspolder,Netherlands,9446,39.74,89.48,33.51,0
Pallas and Ylläs fjelds,Finland,9447,1114.64,98.95,7.8,0
Reid Bay,Canada,9448,71.66,60.35,4,0
Polder Zeevang,Netherlands,9449,50.24,70.83,37.96,0
Zwarte Water and Overijsselse Vecht,Netherlands,9450,56.46,96.29,27.95,0
Weser valley near Stolzenau and Landesbergen,Germany,9450,37.69,94.44,34.75,0
"Ilperveld, Varkensland and Twiske",Netherlands,9452,39.86,94.74,42.02,0
Dümmer,Germany,9452,69.14,96.97,25.45,0
Engdener Wüste,Germany,9454,41.98,74.99,24.97,0
Lake Veluwemeer,Netherlands,9455,69.3,93.94,22.26,0
Recker Moor/ Düsterdieker Niederung/ Seester Feld,Germany,9456,96.72,93.48,23.51,0
Naardermeer,Netherlands,9457,23.16,90.91,46.06,0
Veluwe,Netherlands,9458,1215.29,99.48,39.52,0
Bogs and heathlands of the Westmünsterland,Germany,9459,128.9,93.44,26.82,0
Nieuwkoopse Plassen,Netherlands,9460,48.59,95.65,31.34,0
Al'manskija baloty,Belarus,9461,943.36,97.97,12.88,0
Stary Žadzien,Belarus,9462,252.75,94.95,18.71,0
"Kezhma archipelago, Angara river",Russia (Asian),9463,648.8,0,9.89,0
Gorgany,Ukraine,9464,964.13,52.33,17.66,0
Golfe du Morbihan et Etier de Penerf,France,9465,237.05,97.05,20.39,0
Farmlands north of Ludwigslust,Germany,9466,176.33,58.15,29.69,0
Lewitz,Germany,9467,172.17,96.43,35.56,0
Gülzower Holz and Rühlauer Forst,Germany,9468,34.83,82.36,42.12,0
Ostfriesische Meere,Germany,9469,65.62,96.88,29.23,0
"Lower reaches of River Weser, embanked area",Germany,9470,86.14,59.52,32.18,0
Drennhauser Hinterdeich,Germany,9471,16.42,62.51,26.13,0
Gandersum/Lange Maar,Germany,9472,63.67,70.97,33.17,0
Fehntjer Tief,Germany,9473,86.27,92.86,18.32,0
Wismar bay and Salzhaff,Germany,9474,603.5,59.38,33.34,0
Huvenhoopsmor and Breddorfer Wiesen,Germany,9475,84.27,51.2,20.92,0
Griese Gegend,Germany,9476,109.07,92.46,24.51,0
Terborg,Germany,9477,43.2,61.89,36.27,0
Rheiderland,Germany,9478,191.73,69.88,31.64,0
Leda-Jümme lowlands,Germany,9479,88.63,6.98,31.54,0
"Lakes of Schwerin, Dambeck and Warin",Germany,9480,721.75,74.1,29.57,0
Melrakkaslétta,Iceland,9481,1061.72,0,0.66,0
Gelderse Poort,Netherlands,9482,135.96,95.31,44.4,0
Rijn: Heteren-Amerongen,Netherlands,9482,95.44,97.78,26.46,0
Waal: Ewijk-Waardenburg,Netherlands,9484,167.91,98.73,41.74,0
Lower Rhine,Germany,9485,731.43,99.13,45.36,0
Oudeland van Strijen,Netherlands,9486,27.69,92.31,39.84,0
Brabantse Wal,Netherlands,9486,111.61,96.16,44.89,0
De Utrecht,Netherlands,9488,77.26,72.22,18.87,0
"De Maatjes, Wuustwezel Heide en Groot Schietveld",Belgium,9489,96.68,97.78,21.18,0
Gebieden ten noorden van Turnhout en Ravels,Belgium,9490,135.33,98.41,24.28,0
Westerschelde and Saeftinghe,Netherlands,9490,107.37,96,36.04,0
Polderkomplex,Belgium,9492,211.11,98.98,32.78,0
Schorren en Polder van de Beneden-Schelde,Belgium,9492,131.31,98.36,29.96,0
Enhjørningens Dal and Pingel Dal,Greenland (to Denmark),9494,351.1,0,3.85,0
Surroundings of Dassower See,Germany,9495,135.83,64.17,32.19,0
Kudensee,Germany,9496,42.53,61.9,30.34,0
Stepenitz-Maurine-Radegast,Germany,9497,233.76,82.61,34.41,0
Lauenburgische Seen Nature Park and Schaalsee area,Germany,9498,534.74,59.94,28.38,0
Elbe marshes between Stade and Otterndorf,Germany,9499,182.97,96.66,25,0
Schaalsee,Germany,9500,324.29,93.73,29.58,0
Upper and middle reaches of river Warnow with Göwe and Mildenitz,Germany,9501,226.29,85.57,21.84,0
"Mildenitz Seen, Gägelower See, Uphaler See",Germany,9502,106,82.69,32.3,0
Geeste lowlands near Bramel,Germany,9503,24.54,41.68,23.91,0
Farmlands between Crivitz and Parchim,Germany,9504,200.71,24.49,31.62,0
Engerhafer Meede,Germany,9505,47.12,65.22,27.81,0
Lower Mur valley,Austria,9506,205.18,41.4,20.64,0
Goričko,Slovenia,9507,546.89,98.27,25.94,0
Südradde lowlands,Germany,9508,185.19,83.15,23.21,0
Tinner Dose and Staverner Dose,Germany,9509,83.24,97.5,32.59,0
De Weerribben,Netherlands,9510,66.63,93.75,15.18,0
Wesuwer Brook,Germany,9511,39.58,78.95,33.95,0
Military training area Bergen-Hohne,Germany,9512,205.87,96.96,19.47,0
Groß Fullener Moor,Germany,9513,104.32,48.01,27.27,0
Diepholzer Moorniederung and Siedener Moor,Germany,9514,267.79,92.96,28.05,0
Eschebrügger Wösten,Germany,9515,27.16,0,34.49,0
Mittleres Wietingsmoor,Germany,9516,45.95,72.72,28.23,0
Kleinringer and Großringer Wösten,Germany,9517,35.51,29.41,25.81,0
Georgsdorfer and Dalum-Wietmarscher Moor and Alte Piccardie,Germany,9518,127.6,55.72,23.9,0
River Mura,Slovenia,9519,397.33,96.43,31.39,0
Slovenske gorice,Slovenia,9520,78.03,96.97,18.12,0
Črete,Slovenia,9521,54.6,86.96,31.72,0
Dravinja valley,Slovenia,9522,83.21,97.14,29.82,0
Turopolje,Croatia,9523,288.94,96.67,30.43,0
Wümme lowlands and St. Jürgensland,Germany,9524,30.95,66.67,25.75,0
Werderland,Germany,9525,24.77,91.67,56.02,0
Valley of River Ems,Germany,9526,140.77,83.83,26.26,0
"Niedervieland, Ochtumniederung",Germany,9527,49.6,70.84,51.87,0
Blockland - lower Wümme valley - Westliches Hollerland,Germany,9528,72.27,97.14,52.96,0
Esterweger Dose,Germany,9529,82.76,85,23.55,0
Military training area Munster-Nord,Germany,9530,180.1,83.9,21.85,0
Lake IJsselmeer,Netherlands,9531,130.99,98.42,24.35,0
De Deelen,Netherlands,9532,33.13,62.5,15.53,0
Lake Oudegaasterbrekken,Netherlands,9533,26.94,76.92,24.58,0
Lower Aller lowlands,Germany,9534,199.78,95.84,28.55,0
Fochteloërveen and Lake Esmeer,Netherlands,9535,70.43,85.28,20.3,0
Military training area Munster-Süd,Germany,9536,74.66,97.22,30.55,0
Beppener Bruch,Germany,9537,62.28,3.34,27.38,0
Molebny Kamen' ridge,Russia (Central Asian),9538,1448.57,6.49,3.4,0
Abyy lowland,Russia (Asian),9539,12017.23,6.96,6.59,0
Lelchitsy-Ubort,Belarus,9540,78.81,0,23.65,0
Forty islands,Russia (Asian),9541,4200.66,34.37,3.66,0
War Harqaan - isha Dolondole,Somalia,9542,9514.98,0,13.12,0
Umiiarfik,Greenland (to Denmark),9543,340.78,0,3.38,0
Watershead of Kama and Porysh rivers,Russia (European),9544,580.21,0,12.25,0
Narva reservoir,Russia (European),9545,329.06,0,10.4,0
Muraka,Estonia,9546,330.05,96.78,11.55,0
Puhatu mire,Estonia,9547,195.85,99.1,6.88,0
Agusalu,Estonia,9547,203.38,99.13,12.33,0
Bay of Lommabukten,Sweden,9549,31.04,56.24,46.72,0
Aukrug Nature Park,Germany,9550,468.43,56.89,21.4,0
Elbe valley of Mecklenburg,Germany,9551,623.17,95.39,29.15,0
Elbe lowlands between Schnackenburg and Lauenburg,Germany,9552,486.52,90.28,26.2,0
Turaŭskaje balonnie,Belarus,9553,10.58,0,28.02,0
Chocské hills,Slovakia,9554,283.62,96.82,25.89,0
Grand River Grasslands-05,USA,9555,170.12,47.69,15.92,0
Mount Ochi and surrounding marine area,Greece,9556,211.37,98.72,22.28,0
Wadi Halfa,Sudan,9557,239.99,0,9.59,0
Kolguev island,Russia (European),9558,4934.84,0,2.72,0
Kvarkush and Zolotoy Kamen' ridges,Russia (European),9559,1685.31,22.85,7.91,0
Adovo-Chugrumski wetland,Russia (European),9560,2621.91,39.18,7.05,0
Kumikushski wetland,Russia (European),9561,877.32,87.54,12.71,0
Ul'skoye bog,Russia (European),9562,543.52,18.57,12.92,0
Valley of Sysola river,Russia (European),9563,1731.83,0.28,15.7,0
Muna-Besyuke,Russia (Asian),9564,4750.31,6.62,6.27,0
Kuskokwim River Delta,USA,9565,10946.28,98.84,3.39,0
Pomokaira-Koitelaiskaira,Finland,9566,1735.18,97.24,5.13,0
Värriö-Tuntsa,Finland,9567,413.23,99.37,2.13,0
Maltio fjelds,Finland,9568,402.13,98.35,4.56,0
Severn River Coastline,Canada,9569,813.47,0,6.9,0
Neustädter Bucht,Germany,9570,14.15,57.13,42.63,0
Prypiackija baloty,Belarus,9571,1040.4,76.01,22.15,0
Vaygach island,Russia (European),9572,3220.45,99.85,4,0
Laborecka upland,Slovakia,9573,1284.23,98.95,22.13,0
Čergov,Slovakia,9574,514.93,92.13,25.4,0
Vihorlat,Slovakia,9575,682.02,97.67,25.22,0
Carpathian Biosphere Reserve,Ukraine,9576,107.7,80.84,14.31,0
Lunca Siretului Mijlociu,Romania,9577,376.49,64.92,31.82,0
River Drava,Slovenia,9578,364.88,96.1,34.55,0
Pokuplje Basin,Croatia,9579,453.03,97.87,19.39,0
Mittry Lake State Wildlife Area,USA,9580,31.82,0,21.37,0
Delta of the River Colorado,Mexico,9581,58.53,95.01,21.42,0
Gebel El Zeit,Egypt,9582,1662.72,4.4,17.27,0
Kemihaara (Vuotos) mires and forests,Finland,9583,546.6,56.9,8.36,0
Luosto,Finland,9584,133.88,98,3.09,0
Joutsenaapa-Kaita-aapa,Finland,9585,162.25,99.17,5.03,0
Chamisso Island Colonies,USA,9586,8.31,0,4,0
Höfdahverfi,Iceland,9587,26.69,0,6.6,0
Shagamu River and Area,Canada,9588,378.92,74.03,4.09,0
Gotteskoogsee,Germany,9589,61.43,48.38,30.72,0
Frøslev Plantage and Frøslev Mose,Denmark,9590,47.58,87.49,42.8,0
Hattstedt marshes,Germany,9591,25.96,53.85,28.23,0
Niskibi Cape,Canada,9592,898.51,0,3.75,0
Doupov hills,Czech Republic,9593,754.8,98.54,40,0
Muddus,Sweden,9594,573.57,99.29,7.67,0
Noatak River Delta Colony,USA,9595,177.03,53.79,8,0
Juortanansalo,Finland,9596,101.96,98.55,16.84,0
Churchill and Vicinity,Canada,9597,1372.52,0,4.75,0
Pen Islands,Canada,9598,428.33,0,4,0
Lakes of northern Karelia,Russia (European),9599,5924.12,0,6.11,0
Norsminde (Kysing) Fjord,Denmark,9600,19.24,90,31.24,0
Haaler Au lowlands,Germany,9600,24.18,75,14.78,0
The Wash,United Kingdom,9602,193.26,74.17,31.73,0
Breckland,United Kingdom,9603,667.11,99.05,40.96,0
Mid-Essex Coast,United Kingdom,9604,328.59,97.4,34.14,0
Hauberge near Haiger,Germany,9605,163.09,93.33,21.88,0
Pivdennyj Bug river valley (Goloskiv village),Ukraine,9606,114.25,3.92,29.39,0
Vovk river valley,Ukraine,9607,58.37,46.15,35.19,0
Mikulinetskie fish-ponds,Ukraine,9608,103.33,8.7,20.74,0
Lösslandschaft and Wagram east of Krems,Austria,9609,66.22,93.1,30.84,0
Salta Forestal,Argentina,9610,393.87,0,8.45,0
South-eastern Kittilä mires,Finland,9611,355.57,95.93,7.38,0
Hanveden-Hemfosa,Sweden,9612,102.58,43.1,28.08,0
Lower Engadine and Swiss National Park,Switzerland,9613,1204.43,58.63,19.07,0
Winisk River Estuary,Canada,9614,1162.55,89.37,4,0
Sebkhet Qasr Ahmed (Taworgha),Libya,9615,1312.31,0,6.17,0
Uglichskoy reservoir,Russia (European),9616,774.53,0,21.17,0
Chudsko-Pskovski Lake and the adjacent areas,Russia (European),9617,1880.44,60.58,15.74,0
"Lowlands of the Rivers Eider, Treene and Sorge",Germany,9618,698.31,65.5,20.46,0
"Laajalahti bay, Vanhankaupunginlahti bay and Viikki",Finland,9619,25.65,73.33,52.7,0
Lake Vyal'ye and adjoining marshes,Russia (European),9620,825.56,95.72,16.96,0
Oulanka-Sukerijärvi,Finland,9621,453.52,99.7,5,0
Litokaira,Finland,9622,382.06,98.14,5.42,0
Smolenskoye Poozer'ye,Russia (European),9623,1707.99,94.41,14,0
Dovrefjell,Norway,9624,3999.11,94.23,9.91,0
Bielaje fish farm,Belarus,9625,82.12,28.2,17.86,0
Irrigation Fields in Wroclaw,Poland,9626,34.53,56.24,49.36,0
Levocské hills,Slovakia,9627,664.27,91.2,29.16,0
'Grosses Moos' plain and Niederried reservoir,Switzerland,9628,194.84,43.37,29.47,0
Ghat oases,Libya,9629,18.72,0,21.86,0
Unskaya bay,Russia (European),9630,432.77,0,9.21,0
Augustów forest,Poland,9631,1538.54,99.87,31.4,0
East Norton Sound,USA,9632,16.41,27.3,5.62,0
Gaulosen,Norway,9633,9.27,49.98,43.48,0
Koitajoki area,Finland,9634,183.21,81.2,8.3,0
Volchva,Belarus,9635,121.99,8.61,21.01,0
Lake Woods,Australia,9636,937.06,73.09,1.4,0
Bozoum,Central African Republic,9637,3847.39,0,16.21,0
Defileul Crişului Repede - Iadului valley,Romania,9638,225.94,92.72,31.11,0
Orchards at the lower Main,Germany,9639,1142.12,88.57,35.92,0
Southern Black Forest,Germany,9640,1015.44,92.7,21.74,0
Lugaşu de Jos reservoir - Tileagd,Romania,9641,53.94,91.3,37.56,0
Fizes valley,Romania,9642,853.43,27.01,25.31,0
Unterlammer hill country,Austria,9643,103.31,25.01,25.69,0
Øvre Forra,Norway,9644,238.64,71.83,15.3,0
Bukovské hills,Slovakia,9645,496.37,96.81,17.01,0
Elimyssalo,Finland,9646,124.39,95.17,5.46,0
Värtsilä valley,Finland,9647,20.87,76.9,40.92,0
Ivinski flood-plain (Verkhnesvirskoye reservoir),Russia (European),9648,197.61,0,8,0
Western coast of Beloye lake,Russia (European),9649,1152,22.12,13.95,0
Druzhinnoe lake and its outskirts,Russia (European),9650,214.02,0,10.33,0
Vetleifsholtsbugar-Thykkvabæjarvatn,Iceland,9651,301.05,6.57,12.19,0
Dunilovskoye bog,Russia (European),9652,45.9,0,15.76,0
Varegovskoye bog,Russia (European),9653,49.63,0,19.33,0
Budnyanski mire,Russia (European),9654,79.28,21.93,10.11,0
Niederösterreichische Randalpen,Austria,9655,347.64,9.28,18.31,0
Reserva Provincial El Payén,Argentina,9656,4543.02,92.35,6.42,0
Tornionjoki Delta,Finland,9657,5.65,25.01,47.43,0
Buchan Gulf,Canada,9658,151.33,0,4,0
Vieluta,Belarus,9659,207.47,0,19.99,0
Anabar,Russia (Asian),9660,2296.22,0,5.16,0
Niepolomice forest,Poland,9661,172.42,98.72,24.26,0
Beskid Wyspowy Mountains,Poland,9662,222.76,95.01,25.89,0
Poprad Site,Poland,9663,279.7,98.4,16.18,0
Zaonezh'ye,Russia (European),9664,2430.25,20.56,9.66,0
Kargopol' area,Russia (European),9665,2099.56,13.37,9.43,0
Päätyeenlahti bay,Finland,9666,16.1,79.98,31.19,0
Korodyn'k Creek Great Snipe Lek,Russia (European),9667,26.24,0,12.53,0
Flood-plain of Volkhov river,Russia (European),9668,237.57,0,19.64,0
Põhja-Kõrvemaa,Estonia,9669,198.17,94.68,13.73,0
Bylinskaya,Russia (European),9670,826.06,72.99,13.7,0
Kõrvemaa,Estonia,9671,356.5,99.01,11.49,0
Kõnnumaa-Väätsa,Estonia,9672,356.64,96.52,13.95,0
Floodplains of the Unzha river near Kologriv,Russia (European),9673,108.72,0,18.69,0
Pereluchski Nature Reserve,Russia (European),9674,112.37,80.63,15.25,0
Shalimovskoye bog,Russia (European),9675,69.67,57.92,19.41,0
Flood-plain of Yukhot' river,Russia (European),9676,45.94,68.01,22.46,0
Kenozer'ye,Russia (European),9677,2065.2,65.2,7.67,0
Polisto-Lovatskaya mire system,Russia (European),9678,1835.11,47.64,10.55,0
Vodlozero,Russia (European),9679,2468.25,88.87,5.37,0
Orshinski marshes,Russia (European),9680,528.11,72.73,14.67,0
Central Forest Biosphere Reserve and adjacent areas,Russia (European),9681,915.17,88.8,12.76,0
Sources of Osuga river,Russia (European),9682,71.05,0,14.24,0
Lake Lacha,Russia (European),9683,471.01,17.26,9.8,0
Lake Il'men and adjoining marshy plain,Russia (European),9684,1214.93,11.19,19.73,0
Kärevere,Estonia,9685,72.05,90,16.93,0
Soomaa,Estonia,9686,488.21,99.63,14.78,0
Ropka-Ihaste,Estonia,9687,30.72,88.22,40.23,0
Kikepera,Estonia,9687,186.45,99.03,8.46,0
Võrtsjärv,Estonia,9689,112.33,95.16,15.91,0
Põhja-Liivimaa,Estonia,9690,293.6,97.52,16.89,0
Sources of the River Luga,Russia (European),9691,576.43,0,17.84,0
Rybinsk reservoir,Russia (European),9692,2654.25,36.62,20.44,0
Kozjansko,Slovenia,9693,410.31,70.37,24.5,0
Tuhu-Kesu,Estonia,9694,317.01,98.31,14.57,0
Käntu-Kastja,Estonia,9694,30.32,88.24,18.1,0
Alam-Pedja,Estonia,9696,446.37,95.16,18.55,0
Parika,Estonia,9697,52.15,89.65,17.68,0
Nordfjord and adjacent valley,Greenland (to Denmark),9698,385.52,20.53,NA,0
Kilsiaapa-Ristivuoma,Finland,9699,135.39,96.94,9.62,0
Kitka lake,Finland,9700,40.4,89.65,11.7,0
Runkaus-Saariaapa-Tainijärvet,Finland,9701,233.23,68.89,4.67,0
Valtavaara-Pyhävaara,Finland,9702,26.42,94.73,25.57,0
Karunginjärvi lake,Finland,9702,22.37,87.49,47.92,0
Syöte-Salmitunturi,Finland,9704,592.7,96.42,8.42,0
Veittiaapa-Ristiaapa,Finland,9705,66.33,97.87,7,0
Pajupuronsuo-Isosuo-Kivisuo,Finland,9706,212.51,97.34,10.33,0
Närängänvaara-Virmajoki-Romevaara,Finland,9707,110.77,97.43,9.47,0
Horna Orava,Slovakia,9708,720.81,96.58,25.97,0
Sož floodplain,Belarus,9709,327.36,10.85,21.47,0
Middagsfjället - Dörrshöjden,Sweden,9710,523.26,18.75,8.25,0
Carpathian Vulkanichnyj Mountains,Ukraine,9711,2369.99,0.87,20.74,0
McConnell River,Canada,9712,4785.5,6.17,3.04,0
Allentsteig military training area,Austria,9713,197.8,87.36,31.66,0
Styrian Joglland,Austria,9714,656.99,82.61,19.15,0
Parts of Randers and Mariager Fjords,Denmark,9715,196.81,95.19,29.41,0
Rodachaue / Itzgrund / Oberes Maintal incl. Nassanger near Trieb and surrounding gravel pits,Germany,9716,492.14,82.53,34.93,0
Lower Skawa River Valley,Poland,9717,99.55,97.78,31.67,0
Lower Sola River Valley,Poland,9717,86.33,92.3,28.8,0
Brzeszcze ponds,Poland,9719,55.31,96,37.89,0
Hermansky stav-Odra-Poolsi wetlands,Czech Republic,9720,150.78,77.94,47.31,0
Beskydy mountains,Czech Republic,9721,1432.24,99.84,26.63,0
Libava,Czech Republic,9722,421.07,99.47,22.69,0
Farmlands Prignitz with Stepenitz valley (BB) and eastern Grabow (MV),Germany,9723,935.32,76.85,26.65,0
Hardangervidda,Norway,9724,4239.3,96.53,13.12,0
Delta of River Severnaya Dvina,Russia (European),9725,811.68,5.98,21.9,0
Neadelta,Norway,9726,18.62,16.67,30.24,0
Čyrvonaje,Belarus,9727,371.57,0,18.04,0
Lake Pihlajavesi,Finland,9728,133.58,29.29,16.51,0
Eastern Devon Island Nunataks,Canada,9729,5407,0,2.94,0
Beskid Slaski Mountains,Poland,9730,612.76,91.98,24.74,0
Beskid Zywiecki Mountains,Poland,9731,487.2,99.54,25.17,0
PEI National Park,Canada,9732,75.9,62.49,19.45,0
Lake Ånnsjön-Storlien,Sweden,9733,1120.34,39.87,10.1,0
Diomede Islands Colonies,USA,9734,33.89,12.51,NA,0
Onega Bay of the White Sea,Russia (European),9735,72.9,8.04,12.61,0
Kahiltna Flats-Petersville Road,USA,9736,1435.56,19.23,4.58,0
Kuznica Warezynska Reservoir,Poland,9737,10.98,79.99,43.19,0
Igniş Mountains - Creasta Cocoşului,Romania,9738,365.24,95.57,21.22,0
Lunca Turului Inferior,Romania,9739,376.19,99.39,22.04,0
Rodnei Mountains,Romania,9740,813.14,98,18.32,0
South Shore Great Slave Lake (Slave River Delta to Taltson Bay),Canada,9741,734.56,0,2.1,0
Trading Bay,USA,9742,612.57,99.73,10.32,0
Wloszczowa Basin,Poland,9743,1568.26,76.93,21.29,0
Tagish Narrows,Canada,9744,165.44,4.12,5.65,0
"Kuskokwim Bay, marine",USA,9745,34.53,94.96,4,0
Upper Naknek River,USA,9746,64.49,5.55,13.54,0
Upper Tanana River Valley,USA,9747,25146.15,20.63,3.93,0
Fishponds near Kukil'nyky village,Ukraine,9748,42.74,0,30.99,0
Berezhnytsya river valley,Ukraine,9749,20.19,0,30.82,0
Dnestr valley between Staryj Martyniv and Marynopil' villages,Ukraine,9750,157.81,1.43,29.6,0
Burshtyns'ke reservoir,Ukraine,9751,40.45,11.11,34.47,0
Blåfjella-Skjækerfjella,Norway,9752,978.2,97.06,9.03,0
"North Arm, Great Slave Lake",Canada,9753,1567.81,0,4.26,0
Boas River and associated wetlands,Canada,9754,6250.88,21.09,3.58,0
Northwestern Brodeur Peninsula,Canada,9755,2794.73,0,1.94,0
Southern Waldviertel,Austria,9756,468.4,87.32,19.54,0
Appatsiaat,Greenland (to Denmark),9757,5.57,0,4,0
Qingartarsuaq,Greenland (to Denmark),9758,7.95,0,4,0
Innarsuaq,Greenland (to Denmark),9759,15.93,0,NA,0
"Appat, Ritenbenk",Greenland (to Denmark),9760,5.94,0,NA,0
Marais de Balançon et de Villiers,France,9761,37.25,76.48,44.43,0
Aqajarua-Sullorsuaq (Mudderbugten and Kvandalen),Greenland (to Denmark),9762,362.93,70.42,NA,0
